Label,EmailText,EmailTextBR
ham,Hi dude hw r u da realy mising u today,"Olá, cara, como está? Estou realmente sem você hoje."
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,"Eu fico com fome, comprei alguns alimentos boas... Mas mamãe não e bem assim, não compra nada..."
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,Refusado um empréstimo? Garantido ou Não-Garantido? Não conseguiu crédito? Chame agora gratuitamente 0800 195 6669 ou envie 'ajuda' e nós responderemos!
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,Eu provavelmente não comer nada hoje. Eu acho que vou estourar. Como foi o seu fim de semana? Você se esqueceu de mim?
ham,I knew it... U slept v late yest? Wake up so late...,Eu sabia... Você dormiu muito ontem? Levantou tão cedo...
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,Hahaha... não se envergonhe de si mesmo... Tá tudo certo para o verdadeiro momento. 😊
ham,Where is that one day training:-),"Onde está aquele dia de treinamento, :-)!"
ham,So i could kiss and feel you next to me...,Então eu podia beijar e sentir você ao meu lado...
ham,Have a nice day my dear.,"Tenha um bom dia, minha querida."
ham,I sent lanre fakeye's Eckankar details to the mail box,"Eu enviou as informações da Eckankar, criadas por Lanre, para a caixa de email."
ham,Your dad is back in ph?,Seu pai está de volta em...
spam,"You have been specially selected to receive a 3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",Você foi especialmente selecionado para receber um prêmio de 3000! Ligue 08712402050 antes das linhas fecharem. Custa 10ppm. 16+. T&C's aplicam. Promoção AG
ham,If you ask her or she say any please message.,"Se você perguntar, ela ou ele responderá qualquer mensagem que desejar."
ham,"If e timing can, then i go w u lor...","Se for possível, então vou para lá..."
ham,Love you aathi..love u lot..,Amor te amo muito.
ham,I was just callin to say hi. Take care bruv!,Eu estava apenas chamando para dizer que te vejo bem. Tchau bro!
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,"Você ganhou! Como cliente valioso da Vodafone, nosso computador teve você como o vencedor de um prêmio de £150. Para coletar é fácil. Basta ligue-se em 09061743386."
ham,Did u turn on the heater? The heater was on and set to1234; degrees.,Did you turn on the heater? The heater was on and set to1234; degrees.
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,"Obrigado por sua mensagem. Realmente aprecio seu sacrifício. Não sei do processo de pagamento direto, mas descobrirá no caminho que eu retorno da prova amanhã. Estou em classe agora. Tenha um ótimo dia."
ham,"That's the trouble with classes that go well - you're due a dodgey one _ Expecting mine tomo! See you for recovery, same time, same place ","Isso é o problema com as classes que vão bem - você está aguardando por uma classe maluca _ Espero que eu chegue hoje! Vamos nos encontrar para recuperar, no mesmo lugar e horário."
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,"Lançamento de câmaras de vídeo sem fio com aluguel de linha gratuita por 12 meses e 500 minutos de rede móvel, 100 mensagens. Ligue para MobileUpd8 08001950382 ou Call2OptOut/674&"
ham,WOT U UP 2 J?,O que você está fazendo hoje?
ham,"Night night, see you tomorrow","Noite boa, veja você amanhã."
ham,Roger that. We·re probably going to rem in about 20,Roger que estávamos programados para ir em torno de 20 minutos.
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,Não acredito que qualquer garota irá propor você hoje apenas vendo seu cara sujo e fofinho... assssssoxão...
ham,I wish u were here. I feel so alone,Eu te fico sem você. Eu me sinto tão sozinho.
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,Grande OFERTA NESSÚA - DOIS MINUTOS E DOIS TXT NO MEJOR DE ORANGE E GET AS MAIS RÁPIDAS CAMERAS DE TELEFONE MÓVILES GRATUITAS! CHAMA MOBILUPD8 FÁCILMENTE NA 08000839402 AGORA! Ou 2º TÉCNICAS DA OFERTA
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,"Razão é se o orçamento da equipe está disponível, então adquire os jogadores não vendidos a um custo básico."
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,"CERI U REBEL! SUA NOITE DE SONHO, MENININHA DO AMIGO!!! VAMOS VERSE MAIS 2 MÊS! QUANDO NÓSSO FOR NECESSÁRIO, EU VOU LHE ENCONTAR!"
spam,ringtoneking 84484,RingtonesKing 844-84
ham,Huh i cant thk of more oredi how many pages do we have?,"Huh, eu não consigo pensar em mais um ordei como quantas páginas temos?"
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,Seus amigos vão então ele em lá. Não só com minha mãe e irmã em lá.
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,Centro de automóveis na cidade inteira (ou algo assim) em Newport Road. Eu gostei lá.
ham,"Hey, I missed you tm of last night as my phone was on the charge... *smiles*... I am meeting a friend shortly","Olá, eu fiquei sem você na meia noite da última vez que estava ligado... *sorriso*... Estou me encontrando com uma amiga em breve."
ham,"Whatever, juliana. Do whatever you want.","O que você quiser fazer, Juliana."
ham,"Friendship is not a game to play, It is not a word to say, It doesn't start on March and ends on May, It is tomorrow, yesterday, today and e","Amizade não é um jogo para jogar, Não é uma palavra para dizer, Não começa em março e termina em maio, É amanhã, ontem, hoje e agora."
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,Clube de Notificações: Novas polissínteses direcionadas a seu telefone móvel todos os sábados!
ham,"Hello. Sort of out in town already. That. So dont rush home, I am eating nachos. Will let you know eta.","Olá. Estou um pouco fora da cidade ainda. Então não se preocupe com a volta, estou com os nachos cozidos. Vai me avisar quando terminar."
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,"Ok, vamos. Mas eu acho que não podemos mais comprar as entradas agora porque já está quase noite. Você quer ir ver com seus amigos ou não? Darren está lá conosco..."
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,"Banco de Granito lança recomendação de compra forte **EXPLOSIVA PARA NÓS** *****ACIMA DE 300% *********** Cód. Simbólico: CDGT Isso é um $5,00 por..."
ham,I am on the way to ur home,Eu estou no caminho para sua casa.
ham,"Dizzamn, aight I'll ask my suitemates when I get back","Diz-me quando eu voltar, ok?"
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word","Nimbomsons. Sim, o telefone sabe disso. Claro, porque é uma palavra real."
ham,I love to cuddle! I want to hold you in my strong arms right now...,Eu adoro abraçar! Eu quero apertar você nos meus braços fortes agora...
ham,R u in this continent?,Estás nessa continente?
ham,We'll you pay over like 1234; yrs so its not too difficult,"Vamos a cobrar por mais de # anos, então não é muito difícil."
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,Bem-vindas às casadas sem ânsia! Converse e encontre agora! 0871750.77.11! Taxa nacional do BT: 10 centavos por minuto somente de fones fixos!
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,"Estamos tentando ligar para você sobre o seu retorno à nossa mensagem de vídeo móvel por 750 minutos, sem limite de texto, grátis. Responda ou ligue agora: 08000930705 - Segunda-feira"
ham,K...k...when will you give treat?,Quando você dar presente?
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate","Esta é a 2ª vez que tentamos contato com você. Você ganhou o prêmio de £400. 2 reclamações são fáceis, basta ligue 087104711148 AGORA! Só custa 10p por minuto. BT - rate nacional"
ham,He's just gonna worry for nothing. And he won't give you money its no use.,"Ele só vai preocupar por nada. E ele não dará dinheiro, pois não serve para nada."
ham,Did you get any gift? This year i didnt get anything. So bad,Você recebeu algum presente? Este ano eu não recebi nada. Então foi ruim.
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,"Aqui está fora, debaixo da lua pálida, alguém pensa em você. Aqui está fora onde as sonhos se realizam... boa noite e sonhos felizes"
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,"Então, está surgindo um padrão em que meus amigos me pedem para dirigir e fumar com eles, depois me informando que sou uma pessoa de drogas ou que fazemos muito para não poder fazer outras coisas. Portanto, percebo como estou hesitante."
ham,", ow u dey.i paid 60,400thousad.i told  u would call. ",Eu paguei R$ 60.400 e disse que você ligaria.
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,"Estou bem, babás não foram muito tempo. Vi um filme assustador ontem e é bastante divertido! Quer amanhã à tarde? No centro da cidade ou no shopping? xx"
ham,I'm reaching home in 5 min.,Eu chego em casa em 5 minutos.
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx","Olhe que estava trabalhando hoje! Quer conversar, mas está tudo bem então, tá liberado pra eu ligar quando tiver tempo ou se sentir enjoado/a etc e eu ligo. Espero que tudo esteja bem, óculos de sol e tudo xoxo"
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,Ha... Então devemos andar a todos os lugares... Não podemos pegar ônibus. Meu primo disse que posso caminhar até o mercado da nossa hospedagem.
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","Wan2 ganhar um Meet+Greet com Westlife 4 U ou uma m8? Eles estão atualmente em qual tour? 1) Unbreakable, 2) Untamed, 3) Unkempt. Text 1, 2, ou 3 para 83049. Custo: 50p + custo padrão."
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,"Por favor, ligue para nossa representante de atendimento ao cliente gratuitamente em 0808 145 4742 entre 9h-23h. Você ganhou um prêmio garantido de Â£1000 ou Â£5000!"
ham,Discussed with your mother ah?,Discutiram com sua mãe.
ham,Ok.,Ok.
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty","Desculpe, não posso dirigir e enviar texto de forma coerente, nos vejo em vinte."
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,Você receberá essa semana o som da Rota 3 em breve. Tenha um bom uso!
ham,In which place i can get rooms cheap:-),Em qual lugar posso reservar quarto barato?
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,"E aquele é um tempo demais, especialmente porque o American Pie tem mais de 8 minutos. Eu não consigo parar de cantar ele."
ham,"GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI""",Grande descobriu poucos dias atrás.
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS","U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
ham,University of southern california.,Universidade do sul da Califórnia.
ham,We have to pick rayan macleran there.,Nós temos que escolher o rayan macleran lá.
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,U gostei de ir ao shopping e ten coisas para fazer. Eu quero ver Inferno em Paris não? Vai...
ham,Well. Balls. Time to make calls,Bom. Bolas. É hora de fazer ligações.
ham,Wat time _ wan today?,O que horas ­_ hoje?
ham,1234;  in mca. But not conform.,<#> em mca. Mas não se ajusta.
ham,Oh ok.. Wat's ur email?,"Olá, certo... O que é seu e-mail?"
ham,"Yes, princess. Are you going to make me moan?","Sim, princesa. Você vai me fazer gemer?"
ham,Lol its ok I didn't remember til last nite,"Lol, tá tudo bem. Eu não lembro até ontem à noite."
ham,"[_] anyway, many good evenings to u! s","Bom dia, muitas boas noites para você!"
ham,"Cool, I'll text you in a few","Bom, eu te envio em alguns instantes."
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..","Sorry Vikky, eu estou assistindo ao filme Olave Mandara no teatro Trishul com meus amigos."
ham,I'm very happy for you babe ! Woo hoo party on dude!,"Eu estou muito feliz por você, beijo! Viva o evento do cara!"
ham,I am taking you for italian food. How about a pretty dress with no panties? :),Eu estou levando você para comer italiano. Vamos fazer uma blusa bonita sem shorts? :D
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,"O que você está fazendo? Você estava prestes a me chamar! Tchau, amor."
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,"Você foi escolhido para receber um prêmio de R$ 350! Por favor, ligue o número de reclamação 09066364311 para coletar seu prêmio que você foi selecionado para receber como cliente valioso de celulares."
ham,How are you holding up?,Como você está se sentindo?
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,"Não se iludas... Diga a ele que eu devo-lhe dois xícaras de carlin em dez minutos, por favor."
ham,Hope you are not scared!,Amei que você não está assustado!
ham,I cant pick the phone right now. Pls send a message,"Eu não posso ligar para o telefone agora. Por favor, envie um mensagem."
ham,I'm at home n ready...,Eu estou em casa pronta...
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,"Por favor, ligue para nossa representante de atendimento ao cliente gratuitamente em 0808 145 4742 entre 9h-23h. Você ganhou um prêmio garantido de Â£1000 ou Â£5000!"
ham,What time do u get out?,Qual hora você sai?
ham,I am literally in bed and have been up for like 1234;  hours,Eu estou literalmente em cama e já estava acordado por mais do que1234; horas.
ham,"Yes, my reg is  Ciao!","Sim, meu RG é Ciao!"
ham,If You mean the website. Yes.,"Se você quer o site, sim."
spam,Win a £1000 cash prize or a prize worth £5000,Ganhe um prêmio de £1.000 em dinheiro ou um prêmio de £5.000
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182","Obrigado por sua ordem de tosca, referência número X49. Seu telefone será cobrado R$ 4,50. Se o som não chegar, por favor ligue para os serviços do cliente 09065989182."
ham,Lol or I could just starve and lose a pound by the end of the day.,Lol ou eu poderia apenas morrer de fome e perder um quilo no final do dia.
ham,Yeah that's the impression I got,"Sim, essa é a impressão que eu recebi."
ham,Ok ok take care. I can understand.,"Ok, ok tome cuidado. Eu entendo."
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL","Motivação Diante de cada escuridão, há uma luz brilhando para você encontrar... Diante de qualquer melhor amigo, sempre existe confiança e amor... BSLVYL"
ham,"Ya ok, then had dinner?","Sim, então comeu almoço?"
ham,I was slept that time.you there?,Eu estava acordado aquele tempo. Você está lá?
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,"Não faça planos para a próxima semana, pois ela quer que venhamos depois. OK"
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,Quando começa a escola? Onde você vai ficar hospedado. Como está o clima. E o alimento. Você tem uma rede de apoio social como amigos na escola? Todos esses pontos são importantes.
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)","Ha ha nan yalrigu heltini... Iyo kothi chikku, u shared many things wit me... So far i didn't told any body and even uttered a word abt u... If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me.. ok, chikku:-);-)B-)."
ham,Noice. Text me when you're here,Não venha até mim quando estiver aqui.
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,"Olá, estamos marcando para juntar-me às 7h no Espaço Laranja esta noite."
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,"Moby Pub Quiz: Ganhe um prêmio de £100 na Praça High Street se você souber quem será a nova Duquesa da Corunha? Envie o nome dela para 82277. Não envie STOP. Prêmio: £1,50 008704050406 SP"
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!","Este é o anúncio da semana: As of agora, as propostas dos membros do SavaMob estão disponíveis. Para obter mais detalhes, ligue para 08709501522! SavaMob, POBOX 139, LA3 2WU. A taxa é de apenas R$ 1,50 por semana. SavaMob - ofertas móveis!"
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",Aqui está a tradução:  Estou liberado. Você poderia me enviar o endereço de Blake? Meu senso de direção não parece tão certo quanto eu pensava.
ham,Hi dear we saw dear. We both are happy. Where you my battery is low,"Olá, querido, vimos que você também está feliz. A sua bateria está baixa."
ham,How are you. Its been ages. How's abj,Como você está? É tempos que não vejo. Como vai?
ham,Prof: you have passed in all the papers in this sem congrats.... Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,"Prof: você passou em todos os papéis nesse semestre, parabéns...... Aluno: Enna kalaachutaarama..!! Prof: ????? Boa manhã!"
ham,Dont kick coco when he's down,Não mate coco quando ele está derrotado.
ham,Fyi I'm gonna call you sporadically starting at like 1234;  bc we are not not doin this shit,"Foi informado que irá chamar você de forma irregular, começando assim: < > porque não estamos fazendo isso."
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ","Você está sendo contactado pelo nosso Serviço de Encontros por alguém que você conhece! Para saber quem é, ligue do seu telefone móvel ou fixo 09064017305 PO Box 75 LDNS7."
spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,"TBS/PERSOLVO. Ameando-nos desde setembro por £38, definitivamente não pagaremos agora devido à sua informação. Vamos ignorá-los. Kath. Manchester."
ham,Hope youre not having too much fun without me!! see u tomorrow love jess x,"Olha que legal sem eu! Vamos ver se você não está tendo muito divertido sem mim. Tchau amanhã, beijos Jess x"
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,Ok eu não vou chamar ou incomodar ninguém. Sabe que todos estão evitando mim. Eu sou uma carga para todos.
ham,I've reached home n i bathe liao... U can call me now...,Eu cheguei em casa e eu me enxogo... Você pode me chamar agora...
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,"Emprestimos para qualquer propósito, independentemente de você ter Crédito Negativo! Tenentes Bem-Vindos. Ligue para Nós Sem Medo de Empresas em 08717111821"
ham,Was the actual exam harder than NBME,Foi a prova real mais difícil do que o NBME?
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,Muita essa coisa de doença andando por aí. Tá calmo. Espero que você se sente melhor logo. Haha
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U","Deus pegou uma flor e deitou-lhe o néctar, carinhosamente tocando-o que se transformou em você, e ele agradeceu-te e disse: ESTA AMIGA É PARA VOCÊ"
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,"87077: Comece um novo ano com 2 semanas de GRÁTIS GOALS & NOTÍCIAS para seu celular! Mande o nome do clube ao 87077, por exemplo, VILA ao 87077."
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,"Olá Sathy, até agora não nos encontramos nem uma única vez. Como posso ver o quadro atual?"
ham,Gam gone after outstanding innings.,O jogo foi ganho após uma grande partida.
ham,O i played smash bros 1234;  religiously.,Ele jogava Smash Bros religiosamente.
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise 1234;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola","Senhor, bom dia. Espero que tenha tido um excelente fim de semana. Liguei para informar que consegui arrecadar1234;. No entanto, ele disse que o restante ficaria disponível até meados de fevereiro. Este valor ainda está bastante curto e eu esperava que você ajudasse. Que tenha um bom dia também. Abiola"
ham,Hurry home. Soup is DONE!,Fique em casa logo. A sobremesa está pronta!
ham,No no. I will check all rooms befor activities,"Não, não vou verificar todas as camas antes das atividades."
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave... *smiles*... I drink my coffee and await you.","Boa tarde, meu amor. Foi bom ver suas palavras no YM e receber seu TM. Uma atitude muito inteligente, meu escravo... *sorriso*... Bebo minha café e aguardo você."
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,"Bom, mas um pouco estranho. Você melhor vá comer algo agora, senão ficarei com vergonha..."
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.","Laranja te traz notificações de áudio de todos os tempos da Lista dos Melhores, com um clipe aleatório por semana grátis! Para ir às notificações e imagens clique em Ringtones & Pics no wap. Para parar de receber essas dicas responda STOP."
ham,Lemme know when you're here,Lembre-me quando você estiver aqui.
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,"SECRETO! Seu Relatório de Conta Privada para o ano de 2003, referente ao número de agência 07973788240, mostra 800 pontos S. I. M. não convertidos. Ligue para o número identificador: 08715203649 Código Identificador: 40533 Vencido até 31/10/04"
ham,He needs to stop going to bed and make with the fucking dealing,Ele precisa parar de ir para cama e fazer com que o negócio aconteça.
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea","Como você está, meu amor? Você está com seu irmão? É hora de conversar em inglês com ele? *sorriso* Diga: Olá Muhammed, Penny diz que te saluta do outro lado da praia."
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,Estamos tentando ligar para você sobre o seu retorno ao nosso SMS para uma vídeo celular 750 minutos de voz + texto ilimitado + câmera gratuita Ligue agora: 08000930705
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is 1234; k help pls I will load d card abi hw,keep me posted luv. 2 mj","Olá médico, por favor eu gostaria de obter uma camisa bonita para meu marido, com um formato adequado e dentro do orçamento de < # >k. Ajuda, por favor! Eu carrego o cartão imediatamente após a compra, mantenha-me informada. Amor."
ham,I remain unconvinced that this isn't an elaborate test of my willpower,Eu permaneo inconvincente que isso não é uma prova elaborada de minha vontade.
ham,"Life is nothing wen v get everything"". But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",Bom dia
ham,how are you? I miss you!,Como você está? Eu te amo!
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,"Eu não respondo ao telefone nenhuma vez, mas é uma hora decente e eu estou cansado."
ham,"Hey , is * rite u put 10 evey mnth is that all?","Olá, está tudo certo se eu colocar 10 em cada mês?"
ham,i am going to bed now prin,Eu vou para a cama agora.
ham,I think just yourself _Thanks and see you tomo,Eu acho só você _Grandeza e veja-te amanhã.
ham,If u dun drive then how i go 2 sch.,"Se não você dirigir, como eu vou para a escola?"
ham,I not at home now lei...,Eu não estou em casa agora.
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,"GSOH? Bom com SPAM as mulheres? Você poderia ser um gigolô masculino? 2 se juntar ao clube dos mais crescentes homens do Reino Unido, ONCALL. mjzgroup. 08714342399.2stop responda STOP. Mensagem @R$1.50 recebida"
ham,Ok then i will come to ur home after half an hour,"Ok, então eu chegará em sua casa após meia hora."
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,Você tem um segredo de amante que está procurando contato com você - descubra quem são eles e revelem quem pensa que você é tão especial - ligue para o número 09058094599.
ham,Do u hav any frnd by name ashwini in ur college?,Tem amigos pelo nome de Ashwini na sua universidade?
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,Já termino minha refeição no caminho para casa... Eu te digo que não vou ficar na escola hoje...
ham,K then 2marrow are you coming to class.,K então você está vindo à aula.
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","Chamadas Hot Live Fantasias: Ligue agora 08707500020. Só R$ 20 por minuto. NTT Ltd, PO Box 1327 Croydon CR9 5WB. 0870 é um chamado nacional."
ham,Pls send me your address sir.,"Por favor, envie-me seu endereço, senhor."
ham,I want to lick your pussy now...,Eu quero lamber sua buceta agora.
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack","Eu, você ainda estará em estoque amanhã/hoje? Estou tentando obter um saco de dormir."
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,"URGENTE! Seu número móvel foi premiado com um <GBP>2.000 garantido. Chame 09061790125 de linha fixa. Solicite 3030. Valido apenas 12 horas, 150 ppm."
ham,"I'll see, but prolly yeah","Vou ver, mas provavelmente sim."
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,Entendemos que podemos sair para jantar. Eu farei a conta! Está bem?
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,Onde você está? O que você faz? Como você se sente sem mim? Não teve o coração te arrebentar sozinho? Você não se preocupa comigo? Você não deseja eu?
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,Desculpe. Você não ouve se você não comprar. Uma era um pouco uma piada - eles realmente estavam procurando garotas de pele clara e magra. A outra era apenas uma linha - você pode fazer tão pouco na câmera com isso. Algo como aquilo estão escolhendo para o olhar.
ham,What you doing?how are you?,O que você está fazendo? Como você está?
ham,"Sure thing big man. i have hockey elections at 6, shouldngo on longer than an hour though","Claro, grande homem. Eu tenho eleições de hóquei às 6h, mas não vai ficar mais do que uma hora."
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,"Olha o vídeo. Vi alguns swatches que achei bem OK. Tem 116, mas preciso de uma segunda opinião, por favor..."
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),"Olá, eu gosto das fotos do dia a dia. Parecem horríveis naquela época. Então removi algumas delas. Como está o camping nos Estados Unidos? Falamos logo, Serena:)!"
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love... * loving kiss*... I hope everything goes well.","Babe! Como vai aquela dia? O que você está fazendo? Eu já te fico sem palavras, meu amor... * beijo carinhoso*... Espero que tudo vá bem para você também."
ham,Yunny... I'm goin to be late,Yunny... Eu estarei atrasado.
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,"O remédio prescrito para mim é morfina porque os outros medicamentos não são suficientes. Aguardo que minha mãe traga. Esse remédio deve começar a funcionar rápido, então eu vou tentar estar mais tarde."
ham,"Cool, want me to go to kappa or should I meet you outside mu","Legal, quero que vá para kappa ou eu devo te encontrar à saída?"
